Entity,Code,Year,Suicide rate (WHO (2005)),Life satisfaction in Cantril Ladder (World Happiness Report 2019),Total population (Gapminder & UN),Continent
Uzbekistan,UZB,1999,8.866324,5.232322216,26512184,
Uzbekistan,UZB,2000,9.197172,5.232322216,26512184,
Uzbekistan,UZB,2001,8.772025,5.232322216,26512184,
Uzbekistan,UZB,2002,7.033736,5.232322216,26512184,
Uzbekistan,UZB,2003,6.274282,5.232322216,26512184,
Uzbekistan,UZB,2004,5.342295,5.232322216,26512184,
Uzbekistan,UZB,2005,5.21372,5.232322216,26512184,
Uzbekistan,UZB,2015,,,,Asia
Vanuatu,VUT,2002,5.110844,,209370,
Vanuatu,VUT,2004,4.983421803,,209370,
Vanuatu,VUT,2005,4.983421803,,209370,
Vanuatu,VUT,2015,,,,Oceania
Vatican,VAT,,,,798,
Vatican,VAT,2015,,,,Europe
Venezuela,VEN,1955,7.14124,7.169620991,26784161,
Venezuela,VEN,1956,7.792184,7.169620991,26784161,
Venezuela,VEN,1957,6.423306,7.169620991,26784161,
Venezuela,VEN,1958,7.789601,7.169620991,26784161,
Venezuela,VEN,1959,7.69146,7.169620991,26784161,
Venezuela,VEN,1960,7.849769,7.169620991,26784161,
Venezuela,VEN,1961,7.561757,7.169620991,26784161,
Venezuela,VEN,1962,7.471539,7.169620991,26784161,
Venezuela,VEN,1963,7.585801,7.169620991,26784161,
Venezuela,VEN,1964,8.17251,7.169620991,26784161,
Venezuela,VEN,1965,8.598449,7.169620991,26784161,
Venezuela,VEN,1966,9.177765,7.169620991,26784161,
Venezuela,VEN,1967,8.547078,7.169620991,26784161,
Venezuela,VEN,1968,8.210797,7.169620991,26784161,
Venezuela,VEN,1969,9.791901,7.169620991,26784161,
Venezuela,VEN,1970,9.390052,7.169620991,26784161,
Venezuela,VEN,1971,8.793551,7.169620991,26784161,
Venezuela,VEN,1972,8.417902,7.169620991,26784161,
Venezuela,VEN,1973,7.924212,7.169620991,26784161,
Venezuela,VEN,1974,6.534744,7.169620991,26784161,
Venezuela,VEN,1975,7.114197,7.169620991,26784161,
Venezuela,VEN,1976,6.174378,7.169620991,26784161,
Venezuela,VEN,1977,5.967803,7.169620991,26784161,
Venezuela,VEN,1978,6.4884,7.169620991,26784161,
Venezuela,VEN,1979,5.365818,7.169620991,26784161,
Venezuela,VEN,1980,6.61136,7.169620991,26784161,
Venezuela,VEN,1981,5.703158,7.169620991,26784161,
Venezuela,VEN,1982,5.701323,7.169620991,26784161,
Venezuela,VEN,1983,6.289893,7.169620991,26784161,
Venezuela,VEN,1985,6.141409,7.169620991,26784161,
Venezuela,VEN,1986,5.938706,7.169620991,26784161,
Venezuela,VEN,1987,5.381944,7.169620991,26784161,
Venezuela,VEN,1988,5.791884,7.169620991,26784161,
Venezuela,VEN,1989,5.940796,7.169620991,26784161,
Venezuela,VEN,1990,6.218685,7.169620991,26784161,
Venezuela,VEN,1992,5.750973,7.169620991,26784161,
Venezuela,VEN,1993,5.565638,7.169620991,26784161,
Venezuela,VEN,1994,6.085864,7.169620991,26784161,
Venezuela,VEN,1996,5.279428,7.169620991,26784161,
Venezuela,VEN,1997,5.358896,7.169620991,26784161,
Venezuela,VEN,1998,5.531254,7.169620991,26784161,
Venezuela,VEN,1999,5.877512,7.169620991,26784161,
Venezuela,VEN,2000,5.88542,7.169620991,26784161,
Venezuela,VEN,2001,6.180861,7.169620991,26784161,
Venezuela,VEN,2002,5.707862,7.169620991,26784161,
Venezuela,VEN,2003,4.958583,7.169620991,26784161,
Venezuela,VEN,2004,4.333949,7.169620991,26784161,
Venezuela,VEN,2005,4.11962,7.169620991,26784161,
Venezuela,VEN,2015,,,,South America
Vietnam,VNM,2002,13.01493,5.293659687,84308843,
Vietnam,VNM,2004,11.65332222,5.293659687,84308843,
Vietnam,VNM,2005,11.65332222,5.293659687,84308843,
Vietnam,VNM,2015,,,,Asia
Wallis and Futuna,WLF,2015,,,,Oceania
West Germany,OWID_GFR,1952,15.98879,,,
West Germany,OWID_GFR,1953,16.45997,,,
West Germany,OWID_GFR,1954,17.54097,,,
West Germany,OWID_GFR,1955,17.21597,,,
West Germany,OWID_GFR,1956,16.75506,,,
West Germany,OWID_GFR,1957,16.41118,,,
West Germany,OWID_GFR,1958,16.91541,,,
West Germany,OWID_GFR,1959,16.6044,,,
West Germany,OWID_GFR,1960,16.64503,,,
West Germany,OWID_GFR,1961,16.63643,,,
West Germany,OWID_GFR,1962,16.25881,,,
West Germany,OWID_GFR,1963,17.07545,,,
West Germany,OWID_GFR,1964,17.78603,,,
West Germany,OWID_GFR,1965,17.56664,,,
West Germany,OWID_GFR,1966,18.11726,,,
West Germany,OWID_GFR,1967,19.04104,,,
West Germany,OWID_GFR,1968,18.43233,,,
West Germany,OWID_GFR,1969,18.76726,,,
West Germany,OWID_GFR,1970,19.28542,,,
West Germany,OWID_GFR,1971,18.78127,,,
West Germany,OWID_GFR,1972,17.86193,,,
West Germany,OWID_GFR,1973,18.55032,,,
West Germany,OWID_GFR,1974,18.67815,,,
West Germany,OWID_GFR,1975,18.54281,,,
West Germany,OWID_GFR,1976,19.20442,,,
West Germany,OWID_GFR,1977,19.99766,,,
West Germany,OWID_GFR,1978,19.3982,,,
West Germany,OWID_GFR,1979,18.42284,,,
West Germany,OWID_GFR,1980,17.60207,,,
West Germany,OWID_GFR,1981,18.31943,,,
West Germany,OWID_GFR,1982,17.97009,,,
West Germany,OWID_GFR,1983,17.64894,,,
West Germany,OWID_GFR,1984,16.74963,,,
West Germany,OWID_GFR,1985,16.78816,,,
West Germany,OWID_GFR,1986,15.23791,,,
West Germany,OWID_GFR,1987,15.04291,,,
West Germany,OWID_GFR,1988,13.80855,,,
West Germany,OWID_GFR,1989,12.87626,,,
West Germany,OWID_GFR,1990,12.3628,,,
West Germany,OWID_GFR,2015,,,,Europe
Western Sahara,ESH,2015,,,,Africa
Wuerttemburg,OWID_WRT,2015,,,,Europe
Yemen,YEM,2002,6.133051,4.477132797,20582927,
Yemen,YEM,2004,6.265789032,4.477132797,20582927,
Yemen,YEM,2005,6.265789032,4.477132797,20582927,
Yemen,YEM,2015,,,,Asia
Yemen Arab Republic,OWID_YAR,2015,,,,Asia
Yemen People's Republic,OWID_YPR,2015,,,,Asia
Yugoslavia,OWID_YGS,1968,13.30024,,,
Yugoslavia,OWID_YGS,1969,14.44645,,,
Yugoslavia,OWID_YGS,1978,13.64939,,,
Yugoslavia,OWID_YGS,1979,13.78863,,,
Yugoslavia,OWID_YGS,1980,14.17751,,,
Yugoslavia,OWID_YGS,1981,15.06392,,,
Yugoslavia,OWID_YGS,1982,15.32374,,,
Yugoslavia,OWID_YGS,1983,15.27492,,,
Yugoslavia,OWID_YGS,1984,15.4428,,,
Yugoslavia,OWID_YGS,1985,14.96809,,,
Yugoslavia,OWID_YGS,1986,14.86173,,,
Yugoslavia,OWID_YGS,1987,15.85673,,,
Yugoslavia,OWID_YGS,1988,14.99939,,,
Yugoslavia,OWID_YGS,1989,15.04852,,,
Yugoslavia,OWID_YGS,1990,13.88089,,,
Yugoslavia,OWID_YGS,2015,,,,Europe
Zambia,ZMB,2002,6.079987,4.824454784,12052156,
Zambia,ZMB,2004,12.01903629,4.824454784,12052156,
Zambia,ZMB,2005,12.01903629,4.824454784,12052156,
Zambia,ZMB,2015,,,,Africa
Zanzibar,OWID_ZAN,2015,,,,Africa
Zimbabwe,ZWE,2002,7.541058,3.826268435,12940032,
Zimbabwe,ZWE,2004,13.90526676,3.826268435,12940032,
Zimbabwe,ZWE,2005,13.90526676,3.826268435,12940032,
Zimbabwe,ZWE,2015,,,,Africa
Åland Islands,ALA,2015,,,,Europe
